crop_type,rainfall_mm,avg_temp_c,fertilizer_kg_ha,pesticide_kg_ha,soil_pH,humidity_percent,days_to_harvest,previous_yield,plant_density_index,yield_tons_ha
Maize,167.54564817416627,28.026829762709696,151.29468629186368,6.600551701735098,5.260160429761211,75.34364227717192,121,2.5245961849618546,142.5257565176363,12.0
Rice,236.0697663987389,23.755074777268256,82.76272664376754,6.071234573492677,8.420791712721726,71.78106823660025,114,5.784529988244605,75.88786910739081,12.0
Maize,267.9581947432803,31.936835370586824,91.6082968169699,5.46193299469449,7.9525543095773905,47.41739314594862,117,5.02444968104053,111.95815219300971,12.0
Maize,158.41383348909721,33.96254702290977,136.80027537293785,2.272524427015634,5.623875503852871,78.30608756725651,146,5.160136153558107,122.37131666267487,12.0
Rice,60.9154144268403,15.365706471941893,77.24076212699428,1.2339275203733753,8.166118385895043,43.41738090948456,120,7.56027707184664,118.88560870461363,12.0
Rice,90.41813603670067,20.181057494221957,30.22415072773981,4.821194973694746,6.192333872876106,81.31993868723167,178,2.1896900676274527,196.09111500001725,10.77467725010645
Maize,55.21528482288453,32.83089670208342,31.893537421771434,4.65258375154575,6.319891945870555,53.09646224241145,129,6.640353347772634,56.825635668544415,5.9732062134941755
Wheat,213.31575480933253,24.665504315845855,38.458048208912615,1.9128875700115475,8.172370188267557,74.44259311503325,183,2.3123143902038428,192.6452279678599,12.0
Maize,133.07865633877725,31.562098673540206,159.14901173498603,0.9218502073637936,6.855404477623604,86.18446705109352,165,2.228921635612263,137.290582099105,12.0
Maize,185.61965892984188,23.67406649336396,95.5562281209927,1.1053134064548948,5.482170252894819,56.99135123367245,151,4.578906188848292,169.35915724547573,12.0
Maize,173.3192116959499,24.768878808240927,134.06117909515785,7.945782398845504,6.291696557696314,65.14470389702096,158,2.3784510460578003,114.55889270241131,12.0
Maize,70.38162238810668,18.966971842242124,82.86549369678292,6.376879210571627,7.527341061937582,63.15590169752252,124,6.734863707757472,118.07568218854706,12.0
Rice,150.81534028095797,21.455775491654002,61.39375158650152,7.4149060697387945,5.609644658238059,47.88056745314341,150,5.177378561890023,181.89897485237353,12.0
Maize,105.14028123058083,30.13529393768968,75.5507468099539,1.962910416772725,7.065809190922256,69.51560052453809,98,2.1742326959586467,184.39017444378533,12.0
Wheat,154.59994716691318,25.82907778287916,147.06917525074937,7.704264022425763,7.433459465305459,77.1500959260474,183,2.243004118891517,85.80333221469465,12.0
Rice,100.89457008556067,34.357567073614874,120.03458000503011,1.5699076360487156,6.203487514399027,85.84374144619096,185,5.676011178436877,79.88628178769272,12.0
Wheat,260.1131015692334,36.31462387345857,170.02236479326433,4.3181137142485335,7.4285824104791285,82.54013008247564,96,6.836670905950429,124.43527608049266,12.0
Wheat,93.54833414456341,28.541160455418996,128.75276457229344,6.72271763312798,8.094725731402615,65.50096898640159,144,4.626797187648641,185.04155406915373,12.0
Wheat,290.19513787174424,33.95668230140148,111.22906108075102,3.1235251588368453,6.652408604816343,75.95085772559673,188,5.327484029213746,98.35326401092644,12.0
Wheat,153.9768415367352,22.67261282986425,117.63136143773352,3.6862139988267537,6.340182648629249,80.03917066869464,172,6.7989767242994095,147.8021923008697,12.0
Rice,261.56132300476236,25.374280385001953,170.77943031494635,1.4613883272432338,5.879054404754,64.67443568691743,156,5.663037044250915,156.22275316109017,12.0
Rice,207.19120455148627,32.819441905420774,146.11214877867297,1.4219140999922957,7.114719179521565,45.77137803521339,135,3.3485614259529166,166.80119973412337,12.0
Wheat,233.83757466643817,24.655299820425768,23.84659797863005,5.146761685839947,8.079482168135506,61.89653819236854,191,5.678312155216871,134.58866868814448,10.784837626876136
Wheat,241.93097201669508,29.71262337897472,105.46235138171156,5.566492764650425,6.136314435148179,82.12390191007825,172,5.7696767543912815,110.36827674184545,12.0
Rice,176.21122047325446,19.63431947706279,130.13414584745038,6.32999385561645,6.386824335880562,69.83207026968675,120,6.40464188528676,195.05239831984593,12.0
Rice,185.82513084082208,29.99428287426245,139.7917565502648,4.675115395113151,6.423189311424943,76.22291885046695,121,5.725245125340807,141.6996129954279,12.0
Rice,178.49896695218123,36.53784268067234,54.10273909022987,5.343194691959794,6.96284319622131,49.26340110762938,85,7.815452782748228,159.28478174499062,12.0
Maize,197.01459452251981,36.71599099558564,158.74837671221636,0.6013795377479004,5.799431365486035,88.21688841055028,148,3.183729852302411,101.74742685438176,12.0
Maize,57.34861143912682,33.10861015823849,172.9349035480262,1.7162804535289105,7.877739043576965,60.20402647466547,177,7.706544077402458,150.492377150462,12.0
Maize,148.8787924622538,33.64383447690315,57.87444893517916,7.886860745126785,6.034607971264775,72.68177613588645,154,5.230036942100098,88.66964932461889,12.0
Wheat,201.54717839029288,28.948186128767517,161.21847320275933,1.0699512973687384,7.468769418138386,40.943612729530265,152,6.031736842969472,86.76453762929543,12.0
Maize,199.43089131396607,29.61670225414562,35.51660200257526,5.590911666951837,6.796255096228432,46.36596311276457,181,2.5967695847131393,157.20833027141396,12.0
Wheat,248.23902365140788,18.34126453526295,28.91309377843923,1.8206197477378718,7.050641611734649,79.10171349424596,119,4.283455648268642,128.20921043944026,12.0
Wheat,213.75233470802715,26.096479710532527,40.6758080164399,5.875389393257314,5.62863058589556,88.39847227601274,120,6.616274878779036,152.49149156335847,12.0
Maize,298.03332908516813,26.269407097159096,29.23857271472576,5.79492802221495,7.572581193623597,56.002767752773906,88,6.241466090593942,90.41577361221374,11.60791877061884
Wheat,120.96363215216125,38.962445891693505,155.20195794492415,2.2564929484106764,5.660171816649209,41.85903674706324,87,2.240836328992461,139.80850115850956,12.0
Maize,139.78775741655787,25.777171565582236,29.44802311332351,2.5222579941440313,5.397157731696037,58.04333009900688,123,5.279565580983467,116.59004745546689,9.522661615230971
Maize,145.9617879669491,28.73356612256894,63.46627061818488,5.410780352015662,6.913378249610754,40.87340651395013,137,2.5296691578104564,139.54404302682917,12.0
Rice,166.45320175506214,28.33128498197756,36.60101496573702,3.425645290851602,7.482539979211829,49.618654613123454,183,7.975138575068974,93.6319598366329,10.097206518857188
Maize,258.9995159453024,30.91904292610818,67.26752581020239,1.9591097727493345,5.175125427521649,77.62360075268691,146,7.383779531199767,157.31764454736856,12.0
Rice,108.94802348980247,33.7058207832974,34.48951481614728,5.9875969909061135,5.242883602291897,86.8544199053248,92,2.1264839625712217,170.8894049239198,10.064481360019952
Maize,244.00005175885738,20.626046904271803,126.88052011888225,1.6561064325225061,7.809377069470717,44.37245421844433,98,7.151897473415785,88.98747107865856,12.0
Maize,151.32754577143584,28.218110477460893,41.332290614812024,6.9173274810871,7.831614448275662,67.89503894052547,177,7.516577603350446,95.0930839783463,10.651146616737684
Rice,200.46384591550213,35.64794268290076,156.29534813422205,4.360021430388707,5.858566509706784,52.694042306201595,175,4.12128933538073,149.17314045786395,12.0
Rice,208.13513330657653,26.57786784593779,150.75056811626257,1.292754529094755,7.153298709800712,46.95295628969647,128,6.317009930286595,154.33777614553162,12.0
Maize,143.2121592972336,21.961438659339326,22.185869675297507,5.705542501482383,6.551130263006309,50.949011494577874,159,4.652622477246673,155.61495265961753,9.585461501228236
Wheat,178.1538013014513,31.367726883907476,163.31621688241833,4.393722796809053,7.214436144912296,68.88815337488538,179,5.931394907458064,152.40477571637553,12.0
Rice,153.25779366192427,35.59418489497807,24.63109067893873,2.7354317884610713,8.020077494347287,43.25672507219805,161,4.0419044257891485,108.92115754288082,6.003283813113848
Wheat,67.28319654665486,16.578507323184784,58.34332559320906,3.6690453516789114,5.279497486037898,61.71092980842087,157,3.93535541979961,109.22805116055176,12.0
Wheat,159.29134720420663,34.41976208518068,25.18226204415921,2.7375330769062405,7.7229454909595905,46.76139254775819,109,4.546603333145474,88.22264354665722,7.817462283402241
Wheat,74.34834813838805,35.54119832404428,73.73495792629056,2.4726937680708803,6.725601865823638,53.633852619724074,145,2.873406551915007,73.52505498445444,12.0
Rice,151.25519977008037,26.53807318971517,102.21864411412346,1.7270631563278414,6.974444303166988,49.537716487163195,156,6.986833786612296,153.88660690953586,12.0
Wheat,198.22959995794545,39.582641420461684,147.4631790424221,3.220753498531069,7.288759760059921,84.14877499154485,170,4.092187372169819,63.97831789584693,12.0
Rice,194.8537248358752,34.667708517682726,74.07704807517378,2.382404047370531,8.229181021951876,75.40056654356448,138,4.400897323435071,190.66884301801724,12.0
Wheat,215.6553197520801,34.341564122391645,132.87840394769867,5.625758652904378,5.198519837431083,83.42312894737353,132,7.364327676212867,174.0029455507177,12.0
Maize,73.81537698865657,33.695964360301794,50.000713139036854,5.629075558724797,5.103167232435567,59.173141727384625,131,4.979742884379029,178.62586099358842,12.0
Maize,213.03081138260947,18.76520258045685,140.09575307906022,4.263801819167288,5.623916235210707,55.670668242683504,160,5.265523456105178,186.00032219227853,12.0
Rice,128.0370141741118,20.430772161325272,57.75945694547801,6.334583956027408,8.452567041093577,59.02935974488835,110,7.738988748662591,111.29074560848602,12.0
Maize,149.76148653427776,26.599753286610625,42.96716095100287,6.810047892545361,7.502767285822214,40.92740978622037,94,7.320358298869936,177.00510850256015,12.0
Maize,264.49656348067646,21.600108748986646,49.66541605984869,4.848248430757049,7.151243916690756,76.23521375742791,99,3.0168002533306373,73.7091950437474,12.0
Wheat,52.25760103238756,25.38102430835101,49.13010062109686,5.142013720725753,5.164636686951618,57.48862284475392,84,4.83929017950863,53.24626919123535,8.334219276741155
Rice,197.10315833515136,37.21160274807302,102.05806070031858,2.6216443233977387,8.076885783625377,55.666190178839585,86,7.827777364571273,167.7337091995775,12.0
Wheat,199.6784950250269,35.608172296981735,155.16761299010338,7.211519005291398,7.844648986540058,69.90705326852665,97,4.234197789371616,61.219497199540896,12.0
Wheat,149.1649440858905,30.750996961999554,32.7368123188009,0.6815453331689737,7.326800153534798,61.81249558549082,135,4.2294386510972,198.27870009888824,12.0
Wheat,109.25696427708405,36.45300985627759,133.11301095894763,3.1145185208213424,6.186957854196459,89.04216841119492,154,3.170181390734926,151.2194644402334,12.0
Wheat,108.66850956538778,34.59430972543123,124.69543354445722,5.91350316162392,5.246767344488901,57.81265214494007,175,2.6859386847147513,163.01745653631582,12.0
Wheat,270.9274174151882,25.724623296022262,159.60319229269797,1.1006713225337093,7.030134707653229,70.69479211039567,193,6.441828744535891,86.8705784416799,12.0
Wheat,160.50609344571438,20.026628801248627,59.063609681105156,1.8737714557121947,7.518931000112931,55.58255503048259,170,6.620182812209099,151.0798090879532,12.0
Wheat,132.722340747293,27.85502600023348,92.01757738960474,4.919642958971384,5.329841226670366,89.52974901053284,169,7.814077781018,56.48299058824358,12.0
Rice,162.19439345785077,33.40572206321375,168.13237991096278,4.699952535976685,7.218186809294735,62.25555173600641,180,6.640509265432178,175.67385798854014,12.0
Maize,217.34760036484033,25.910489968239826,125.59895202165075,6.041962220982162,6.002281237605055,71.70644054334015,124,3.4601149642015923,75.44361395473587,12.0
Wheat,86.43914206118792,31.66929774459743,82.20294605785551,6.5945947931612885,7.674854774269341,46.336083547633855,107,2.2406994697310925,154.6037100250656,12.0
Wheat,162.35845880343442,17.358185657276092,41.025981256842954,1.4643468388375185,6.88865547710643,76.6512107431829,129,7.912624306217961,83.67207518490926,11.687664947866741
Wheat,196.97109277759674,33.70011840928508,61.99760126409457,0.6378574233143154,5.451628757336528,53.4605028937811,81,4.042704173261635,60.26797541390641,12.0
Wheat,287.14583871285845,35.31784049732655,112.99447639830133,5.6722888974417955,6.842818067066326,62.43066264148359,163,3.8718292545945245,122.22405178240915,12.0
Wheat,113.13194551885482,32.67094639451353,134.90687160968218,2.760438468247694,6.385079021783515,84.1566531163729,147,7.435731258496295,75.39293154091843,12.0
Wheat,139.8126869790614,39.181589688159136,39.90750189630296,5.194879354384652,5.631245888985782,88.52762574425506,156,5.510599391269917,159.41659824898247,12.0
Maize,144.83964748060595,35.66630143651601,115.93556160704864,1.6290844104666853,7.945305034217431,61.22860509201785,103,3.289227043094807,85.63487650752273,12.0
Maize,201.38453941122071,37.57734319691346,108.05620461420017,4.0178003499947215,5.038599569746976,81.740133397725,191,7.3345774562974375,101.37088343537432,12.0
Wheat,139.18301326000042,38.3392770864412,102.23287147051329,4.283185595475777,6.092448969073371,42.667449727493036,181,7.96016513032846,135.11588768967096,12.0
Maize,183.3779813249239,35.03369979684521,130.41969882912127,4.888083622799121,5.044082633592994,82.37870148951313,183,2.5200713669049843,92.74524163659675,12.0
Rice,245.44758246125735,31.856471050162476,153.99193521335388,4.348775122479233,5.336024312771534,71.47551610763249,127,7.173509769814924,106.69821743149424,12.0
Wheat,226.34639852805088,15.142964534019733,71.67834930829895,4.217680776715354,6.0398367671057835,64.4353084195801,124,4.343094186106364,172.343265656058,12.0
Rice,161.59216162814639,26.645643830578116,162.24195041775351,2.9955061548789166,5.189949148862808,84.49818525686239,198,5.144434679040226,76.88147743415385,12.0
Rice,266.0540444185422,29.279057465559028,45.701378018968114,1.0338517723856468,7.088206863249994,82.2668611253207,172,7.4888958545898845,62.33023842229005,12.0
Wheat,189.53506239846573,22.60075681119999,47.683819160186296,1.1714014759763174,5.30402017795164,54.8472547976786,137,7.840275174650703,99.2536677699529,12.0
Maize,184.97645987555313,22.952611172586803,62.68353017982783,3.7533370580536527,7.455997719231333,79.57441911723788,115,3.5729834624527963,113.65651505208172,12.0
Rice,58.54694148478954,39.02898539275413,39.12493912753245,3.1684484586574477,5.184247394195064,44.97454668311863,81,3.277104625759483,131.39889232048515,9.394920945757669
Wheat,296.6732450892904,37.29277163006864,56.85107594926041,4.371011035058734,5.207581131803839,81.1381967733685,184,2.483099351549071,105.86355442625106,12.0
Rice,80.74270213240668,36.22947513754261,37.02588206445513,2.786286269422002,6.068640646616432,73.77278090116252,97,5.370787115972828,168.48675503342076,9.395994430356549
Rice,107.78272810691165,25.150295042652765,151.48038671766247,5.659325685914933,8.138000337392471,44.393316546597134,128,2.08162637270401,55.89792315027099,12.0
Rice,62.92420931038174,15.342463760222863,42.235038701859935,6.979661165071329,7.244876370531608,74.15400867370677,87,4.471389785659619,114.76513072978369,11.824788665072976
Rice,210.00074170922844,17.005556161392853,139.56760920957709,2.7414739159015076,7.695459521751218,69.02596383381851,137,2.4403040999120513,107.3383871984607,12.0
Maize,106.17529424317,22.80490920544009,27.6662188661334,1.9473800595427144,5.495432383169871,69.72750505725224,94,4.431354697576004,147.13677362102885,10.474569431421136
Rice,95.00260936818087,15.393572824891924,171.7632524022264,1.3713543069056684,7.91943901636536,54.54319675648493,184,2.2395931355936556,194.9414377846094,12.0
Rice,72.13889605581035,15.428744547879953,133.78561400444258,5.121905304281094,5.028511868679823,53.32486000064226,96,7.011303563652613,126.55631099432932,12.0
Rice,75.82723928100391,37.91508254106027,21.087447773777885,3.8289199335542703,5.745700727565522,78.126755602701,102,3.2584339636313953,198.03152704125807,7.679040712910769
Maize,196.1676751106472,32.65396255297635,142.21704003203425,1.9101178789721671,7.156323124024977,52.840674050861956,145,3.969852262147472,95.33740923697962,12.0
Rice,222.05196646664885,22.72389975170382,102.25310732258964,5.398525499688915,6.313362430079176,62.31311259049493,149,7.220287979638352,54.63021988136915,12.0
Rice,149.34474711610025,18.316114440023828,144.69842725361917,1.613623872539633,8.444676871014972,74.73944992993924,172,6.477596367993231,74.84947512146191,12.0
Maize,169.9742703980183,27.79089294737693,103.59948942249416,4.657255293859644,5.106187363864114,43.98081256637189,106,3.314230169852351,109.2687327161851,12.0
Maize,221.49193399574602,15.133654021359112,122.56397722165674,4.453612862189485,8.495093587777902,69.72741913058286,116,2.4313965119449765,97.45008637828283,12.0
Maize,54.34494754636991,38.4603435964536,145.81306486320648,6.006708508895625,7.182697415014607,69.46881863240586,128,6.294042661132037,64.55811964750666,12.0
Rice,130.78266426756966,25.37037798472368,84.81728873405707,0.9133222995550007,6.955474481086338,74.21143554440127,143,4.344215304128656,114.89901615360752,12.0
Maize,293.2744370175866,25.058373880933317,20.433303971272334,7.1590469888849775,5.20829354897391,58.49640476528293,113,6.596479994709327,100.71736574893441,10.61361423490788
Maize,195.028057423867,24.764840189544554,155.99143935123016,5.772437946101146,5.9566510683306175,62.448988703191986,97,4.671768634251262,68.39288306861576,12.0
Rice,113.55614497437331,16.73320825969412,80.94245801994602,2.120944987615717,8.236319409020584,56.49846569723468,143,4.076014477833659,94.41756959178633,12.0
Maize,180.4325116590533,30.958055994795664,99.36683616265329,1.8755401145730475,6.239861011162355,80.40841235943878,185,4.707232449274379,182.96540830330858,12.0
Rice,135.66337203022883,33.32509049070883,21.242662744634995,3.7374516060783756,7.315786201635378,46.530538001806626,153,6.49135391402406,95.30732982340103,5.634496593204451
Wheat,183.0612472065748,31.903134939707257,98.73472165601568,6.631739971584477,8.498237226465527,88.14769767876649,181,7.413321719242244,157.09331348630775,12.0
Maize,81.4353779516622,18.460887333234858,177.8379842514767,6.822124948543303,5.920743998417394,71.74180779896088,123,2.298603179531453,141.80706194866335,12.0
Wheat,83.17866345481934,29.471004200889816,64.52282573100314,4.403420691045373,7.016283076550728,84.3453362196088,96,5.144669247361731,114.07717436125577,12.0
Rice,85.88559050984821,29.237112104306348,83.26692323878049,6.956081470150531,7.437532274457746,61.31157291323821,138,2.1970125745032654,85.85384552055038,12.0
Maize,284.95494798171046,36.710269698534546,129.95039943498824,0.5408278189376793,5.576195362978953,56.61395351959983,92,4.810457270146152,105.35220490189181,12.0
Rice,233.22472958533544,24.478191459391176,150.36698680378538,0.7638097364869746,5.520353972936637,85.03629050619918,131,7.311696974581402,138.81608202065644,12.0
Wheat,90.59547366558022,24.287148591485856,86.78265984097605,7.3386619522755705,6.597077690803607,44.94365144381514,139,4.1695415985218585,102.61298221240324,12.0
Rice,97.08727094140036,30.46317646795464,69.54701926420681,6.314989474144371,6.350343826157513,45.85536157526389,191,7.594702526483859,82.23446503613476,12.0
Maize,232.70736871771908,30.826816337487827,170.05212799761074,3.8802954368778924,7.499754029000599,54.96733882423386,121,5.783650829903657,67.46941233374481,12.0
Maize,89.04096119804348,26.73213068314476,128.34319466746706,6.1520759860849035,5.243280700070052,87.98874908831593,170,7.604932062758039,181.9650406864348,12.0
Wheat,108.64032333370716,26.076484058260526,39.04340871890257,7.667295962925662,8.402583183092416,71.65343049325536,143,6.542999752475118,116.04694636278585,9.998862014382873
Rice,290.83670820509974,27.35369176594707,31.02846050154378,6.290671429109638,5.0499694359004135,67.7096848307699,196,2.6206109998925737,143.78124826143952,11.623904772484186
Maize,113.82663118210796,36.5261324875828,97.36797612645904,6.817785003637415,7.104608885176529,75.26781681777103,145,3.3869082053760624,123.5615541705208,12.0
Wheat,215.4080875927867,26.52917253134775,55.21441056756359,6.204549360425463,6.969214085535859,60.87372780390831,113,4.365022727501037,180.8849777536945,12.0
Maize,294.65782185013256,38.498294799245556,60.63756054020055,1.761583193251562,5.47150505804404,77.90367507103997,174,3.0206412920724564,132.04022786723164,12.0
Maize,143.57419178494817,27.60009408990815,160.43074861245572,6.751805822343026,5.528205939497354,59.66153489864388,166,4.969469628659963,122.117212692367,12.0
Rice,54.37899771551556,38.73001732952228,34.33056389060971,1.9633161501815752,7.7743712072811935,81.31815924282323,150,4.828208934208943,188.69014856325688,9.319534279937328
Maize,111.03682260559356,35.820797546726894,134.45825843662234,7.1945849603311025,8.106468604444391,53.36475410382523,181,7.737555188164287,157.95343940680317,12.0
Rice,257.71929783542635,24.06078306539573,63.38276054089409,3.9398742356080696,5.990559380593194,53.877332964901214,143,4.602367297375866,66.7324861020286,12.0
Maize,266.1522089887592,36.591035532415404,141.65251542466203,5.577325642332713,6.53287387386899,66.11916527133675,112,6.713760825727987,76.6556691795221,12.0
Wheat,242.1298411309478,17.75158210502788,135.58582151416715,4.229306359104826,6.242482643634237,61.53805791808676,91,7.651463269108879,168.0684294409163,12.0
Maize,78.27745476914326,38.12617938357536,21.182704231086884,1.2049319706245152,5.253914545453282,72.40579221423476,188,7.261932985843913,175.37769817699314,8.105555344184115
Rice,248.87759292410078,30.791087877072293,101.46166606745587,2.680417307154988,7.356214861055333,58.21453773367895,155,3.2520057470695507,131.77862436354445,12.0
Rice,279.66944924837605,16.35976871305778,42.29111718048742,7.877988904977546,7.888175271819915,51.52753245351834,98,4.976179365521266,133.1682841799959,12.0
Wheat,200.15238563655902,31.10641809127029,158.59632489258829,7.70536063752363,6.067077750869225,63.490428144145056,88,4.086438693775555,144.78994442771668,12.0
Maize,285.2188390845162,39.356191353618904,159.45374125798506,2.9036517324166047,8.465615277707514,68.0478249748573,153,4.399152170823293,115.86736614239592,12.0
Maize,256.70972092796933,16.74501636536572,86.93532919900129,7.9722260318391935,5.265480450488242,47.13000269148452,96,4.1648409574745076,152.02986852258562,12.0
Wheat,216.74287924772682,28.867192744502155,91.10329895217289,6.841633966226747,7.316267498350824,67.83593128665827,129,6.958155261050025,66.27218863496236,12.0
Maize,194.29630917793705,33.69485874398431,68.52527030472433,5.08219624574191,6.568798050841311,55.96283526239484,183,4.712834330734685,194.19188635510795,12.0
Maize,137.14341681049262,35.25646466748829,134.65700783360495,0.8009346519575712,6.563106653873295,59.6225942434254,118,5.142165993468129,162.52322356923827,12.0
Rice,89.82186131070128,25.345686633019895,77.38581808423346,7.2608512215378465,6.601759656117391,53.96590645316406,120,7.894684142282448,144.67613060135102,12.0
Maize,201.2384806726352,20.104163979206074,62.8467959236214,4.680719594482398,5.905386208305,86.570516389653,89,2.3598756331490987,97.4483085514221,12.0
Maize,129.52788840452988,16.058556969309596,89.15696952072132,7.013571134020772,7.5044698956628135,74.1668140640107,91,4.927745838744492,74.14332311850937,12.0
Wheat,266.6096668819114,29.49315392743062,34.63800294199339,6.758218399293067,7.525517841297594,53.12301557003417,158,6.644370241676697,111.4014445743417,12.0
Wheat,298.3342343396571,26.32277675669027,139.4565127430726,6.7475466140081455,5.9883898853703945,72.2515667275975,174,2.906971749129359,149.23651108610875,12.0
Rice,238.10694065389313,38.718609878742775,22.015424203485914,5.736303955361788,7.923572613004575,82.4286204791023,94,5.669189567688644,145.05646151346664,10.329624695483721
Maize,72.62042382176269,16.515122692872744,123.11760984329503,2.6856135400703645,6.108957302776155,60.08151041663843,107,3.436788677206801,107.39617325983573,12.0
Maize,122.17139888265953,32.13488358615014,49.25832428077959,3.021201933083899,7.537825933952898,81.49787545780912,83,7.204424679347405,141.99295907496946,12.0
Maize,77.27740794143743,15.62415555300143,57.1846473943061,2.8135190943701476,5.423499186292233,47.72074721699962,115,3.9625979924004757,172.06224433513214,12.0
Rice,212.62791194792894,19.285854417763566,121.7011197824064,0.6503449964942352,5.59045574981311,81.1390682433084,198,3.9743769014054573,53.94271585064106,12.0
Rice,241.29771613894616,26.339474998070855,178.87095452526515,4.869266819111084,6.105284755778879,67.01471213361832,144,5.5891632711073616,117.59315718954136,12.0
Wheat,281.41870772017796,26.371811070071708,144.4347982516081,5.741252528345246,7.078558186837515,51.148724400499106,187,3.101377448719452,163.78328427001867,12.0
Rice,159.5430866029969,32.1425135733411,56.13434115574272,6.903994951439026,7.259290199175448,60.35706922779557,177,3.709331833418366,131.9216705695066,12.0
Maize,275.34391239711107,37.75532587169391,48.16396080658141,1.5512407503704777,6.387246601886162,89.39964962233084,126,4.499791100716469,147.72141318936048,12.0
Maize,269.4727897603319,30.97580397287302,158.59725924282725,4.581373617326014,5.272437035886799,79.1778008321213,160,4.121827178840662,127.5014588908013,12.0
Rice,129.29892919134966,38.83837744628772,91.06943166744068,0.5600610550533714,6.307721282324535,68.75431806925576,118,5.149263308033494,198.78118170234666,12.0
